"cell_5km_scale","number_checklists","total_SR","total_duration","avg_duration","no_months","X6","X8","X7","X9","X11","X5","X10","X2","X3","X4","X1","X12","square"
16148527,336,370,1014136,112.419465691165,12,28,9,36,53,67,16,43,28,19,5,16,16,"r3c3"
6085759,4728,369,12157041,116.946351270754,12,261,451,223,825,280,501,468,392,338,360,371,258,"r2c1"
10199528,1630,369,6394423,140.951880262752,12,29,32,23,52,92,99,118,336,367,86,264,132,"r2c2AA"
11246013,1142,369,2846067,83.041081901205,12,39,49,27,92,96,53,81,149,123,61,194,178,"r2c2AA"
11383167,321,369,1290677,131.233045246568,12,5,7,17,8,39,18,24,11,153,20,6,13,"r2c2AA"
12227736,762,369,1465326,64.5432762190019,12,63,61,65,48,86,161,31,25,43,85,48,46,"r2c2ABB"
8045124,433,369,461126,87.2518448438978,11,24,0,5,2,26,121,35,21,117,68,2,12,"r2c4"
17974539,1186,369,2472008,103.163675820048,12,14,60,75,96,184,26,251,167,46,14,143,110,"r3c3"
7139211,5406,368,25078994,124.567220817667,12,155,651,340,538,600,356,594,228,409,556,533,446,"r2c1"
7781809,5495,368,26770889,162.415148941333,12,30,133,40,234,136,536,705,93,410,3010,105,63,"r2c1"
9181615,1780,368,3285596,81.7292107161513,12,20,15,8,26,104,73,58,258,372,103,507,236,"r2c1"
9918042,1562,368,3343459,87.7986134817888,12,111,61,122,67,113,139,100,206,166,157,172,148,"r2c2AA"
9932467,2145,368,3373598,66.6890307786585,12,135,151,121,263,141,131,252,180,146,174,219,232,"r2c2AA"
11051143,323,368,2091109,151.419913106445,12,6,26,9,6,14,55,26,42,51,30,22,36,"r2c2AA"
12617445,383,368,2021273,152.364917835067,12,9,30,10,10,18,66,35,23,53,59,25,45,"r2c2ABB"
11732001,260,368,1257429,126.247891566265,12,16,20,10,9,51,14,10,53,24,5,11,37,"r2c3"
8120924,3945,367,3602476,52.0747047514419,12,257,249,220,316,385,279,320,389,392,440,372,326,"r2c1"
10004597,1639,367,2450166,84.6607235409972,12,65,73,45,132,104,160,422,90,69,179,192,108,"r2c1"
12790728,263,367,809298,139.078535830899,10,0,2,28,0,73,57,11,22,5,3,42,20,"r2c2ABB"
6006901,4887,366,11345060,116.894306262493,12,179,254,180,600,503,669,519,329,323,427,397,507,"r2c2ABB"
12307236,409,366,1493765,144.464700193424,12,1,17,3,10,59,15,5,93,61,16,51,78,"r2c2ABB"
7669491,5430,366,8115315,55.5645591980938,12,465,404,414,366,426,441,421,508,547,496,500,442,"r2c3"
13642142,1995,366,6014632,141.165348416927,12,12,186,87,44,303,45,319,204,249,84,236,226,"r3c2"
6078537,9706,365,10337317,62.3052726111118,12,706,730,635,673,851,1150,752,741,790,1109,846,723,"r2c1"
9982967,1957,365,4144502,85.6886306779416,12,82,98,56,186,98,265,216,252,167,165,198,174,"r2c2AA"
11267701,668,365,1252775,102.973450600033,12,11,37,34,73,45,33,120,64,63,42,64,82,"r2c2AA"
11412035,1141,365,3363912,87.9109368874951,12,54,110,53,111,92,119,179,72,81,76,106,88,"r2c2AA"
11440889,859,365,2663500,118.330445599538,12,35,59,69,57,98,45,65,90,96,30,141,74,"r2c2AA"
12112233,489,365,1127783,113.345025125628,12,13,25,16,19,32,157,30,19,25,38,83,32,"r2c2ABA"
12299848,961,365,7727587,170.643413933974,12,67,87,93,64,109,57,68,114,75,46,107,74,"r2c2ABA"
7835516,1615,365,1500395,80.7749663526245,12,493,35,40,57,300,92,32,154,138,120,75,79,"r2c3"
7994251,1057,365,7588061,151.852331398839,12,5,15,22,22,193,5,151,154,94,59,144,193,"r2c3"
9297367,2032,364,2369073,61.4051735310127,12,35,28,23,115,294,108,137,247,221,279,368,177,"r2c1"
9975717,918,364,2250976,131.682227682228,12,44,65,44,57,46,68,68,88,112,152,106,68,"r2c1"
14689093,139,364,342774,119.851048951049,11,8,56,22,27,2,4,4,9,2,0,3,2,"r3c2"
7868389,2183,363,4437284,95.2636166512806,12,87,86,68,146,187,139,216,126,269,487,206,166,"r2c1"
11448120,1195,363,3404632,90.7901866666667,12,50,46,42,44,120,65,89,190,115,77,216,141,"r2c2AA"
12595795,317,363,822591,132.121908127208,12,44,16,6,12,12,72,28,10,44,64,1,8,"r2c2ABB"
7828298,1619,363,2567073,115.110219272678,12,231,46,21,58,289,85,160,108,230,173,79,139,"r2c3"
7987034,865,363,6068214,136.927454475709,12,27,48,62,60,128,22,79,82,76,59,69,153,"r2c3"
6482348,17120,362,20732845,68.7711293767995,12,530,2083,1372,2858,1449,995,1961,1268,1098,761,1584,1161,"r2c1"
11209938,5198,362,4638334,55.2570734206169,12,280,453,361,637,395,344,561,421,417,419,531,379,"r2c2AA"
5631698,10605,362,11922346,85.6502679636202,12,809,799,546,1069,952,1490,1051,769,726,838,745,811,"r2c2ABB"
9603631,1502,362,8891540,149.969471571455,12,44,56,44,115,220,33,257,187,156,34,166,190,"r2c3"
8247157,295,362,602202,122.051479529793,10,1,2,0,0,36,4,45,62,35,9,81,20,"r2c4"
8312123,585,362,914605,73.5213022508039,12,4,34,5,58,50,24,69,53,81,109,61,37,"r2c4"
14169058,286,362,760961,147.074023965984,12,12,13,9,22,60,13,22,20,12,71,27,5,"r3c2"
10675857,1101,361,2055757,101.629276250742,12,8,20,26,48,86,163,218,113,166,171,33,49,"r2c2AA"
6418218,13774,361,15010802,68.5008738985,12,619,924,702,1673,1725,1927,1238,874,874,1252,959,1007,"r2c2ABA"
8037686,473,361,896420,105.238318854191,12,33,9,11,13,92,56,72,22,33,36,33,63,"r2c3"
15915987,728,361,3581269,147.237964066933,12,49,182,154,115,14,17,138,5,15,14,18,7,"r3c2"
6446267,8683,360,11127432,71.0024438644963,12,534,520,541,754,570,777,921,726,681,819,928,912,"r2c1"
6958799,4894,360,11700322,98.763564844515,12,323,393,383,388,416,423,455,289,366,515,573,370,"r2c1"
7016408,8434,360,17486152,84.058743504324,12,411,834,744,927,701,595,944,573,659,480,915,651,"r2c1"
9932454,1920,360,5960105,134.527469302997,12,95,91,52,38,133,174,95,198,228,174,336,306,"r2c2AA"
7835490,1195,360,4758032,116.25939500562,12,114,113,101,71,130,30,129,103,68,36,149,151,"r2c3"
9625283,1450,360,5724623,125.782716646159,12,78,18,33,38,169,97,170,240,117,114,174,202,"r2c3"
15049683,248,360,452776,102.856883234893,4,0,0,0,91,32,4,121,0,0,0,0,0,"r3c2"
10011862,1462,359,4972089,117.09502614102,12,44,140,74,56,58,158,109,189,223,53,164,194,"r2c2AA"
11282099,1170,359,1871104,75.3110887502516,12,50,101,37,149,89,131,226,64,95,66,47,115,"r2c2AA"
11469761,915,359,4584298,141.020610311308,12,19,80,34,15,58,45,29,133,217,41,67,177,"r2c2AA"
5494445,10154,359,20419755,113.729935503993,12,566,571,496,884,596,2091,828,507,820,1261,873,661,"r2c2ABA"
12141090,1053,359,1664248,87.7443981652344,12,40,139,99,29,108,59,55,74,97,90,125,138,"r2c2ABA"
5783258,6427,359,12007153,90.835285128531,12,516,590,437,708,576,640,806,384,313,522,456,479,"r2c2ABB"
13772179,140,359,321282,126.638549467875,12,7,18,18,18,15,20,9,6,4,6,15,4,"r3c2"
14306181,183,359,740841,179.076867295141,11,1,44,18,35,18,14,24,14,0,1,4,10,"r3c2"
9954116,3139,358,7764236,81.1912286022023,12,152,185,183,243,325,202,305,292,251,377,357,267,"r2c2AA"
9961333,1360,358,2980625,85.1558482372436,12,94,94,78,119,77,138,160,146,95,170,150,39,"r2c2AA"
12393665,1081,358,3652786,133.806586321843,12,82,58,48,60,83,161,177,127,67,112,71,35,"r2c2ABA"
11116462,7276,358,4283156,59.2021341294853,12,525,488,516,544,778,702,870,506,424,435,721,767,"r2c2ABB"
12220547,732,358,901663,62.6720650587336,12,20,57,55,50,71,85,129,28,68,49,66,54,"r2c2ABB"
17222469,712,358,3082292,148.766446257059,12,150,122,94,85,37,30,125,16,2,32,11,8,"r3c2"
5991944,4981,357,6232257,68.5013959111893,12,185,251,248,322,302,784,392,300,521,1172,257,247,"r2c1"
6872305,12999,357,25652621,98.657476241938,12,777,761,708,986,1459,1160,1233,1145,1099,1013,1196,1462,"r2c1"
9434538,1419,357,6323318,158.158075085666,12,49,63,69,53,198,91,117,165,167,101,152,194,"r2c2AA"
7139806,10241,357,31285375,120.657388802542,12,744,672,653,699,998,765,1097,698,847,868,1199,1001,"r2c2ABA"
12155863,494,357,1114564,109.830902640914,12,18,7,10,69,75,17,40,75,51,1,101,30,"r2c2ABB"
12235245,712,357,1661823,131.63997148289,12,13,4,30,50,74,3,110,82,77,8,157,104,"r2c2ABB"
15266196,169,357,407391,136.114600735048,12,3,21,13,20,32,4,38,1,19,9,3,6,"r3c2"
13095868,192,357,434287,102.547107438017,12,19,18,69,8,39,1,8,11,5,3,9,2,"r3c3"
6071319,4789,356,2789370,45.2533298723211,12,211,173,150,274,371,656,468,336,394,516,696,544,"r2c1"
7247367,5911,356,8624878,95.9065717780496,12,351,344,368,451,610,374,619,632,699,401,536,526,"r2c1"
9874746,3203,356,3935566,64.2866757052549,12,167,202,150,173,329,261,279,330,315,231,374,392,"r2c2AA"
11137771,674,356,1482937,103.941753697344,12,10,24,15,30,52,77,150,41,83,45,82,65,"r2c2AA"
11166643,2146,356,4079236,93.2354178094716,12,58,69,74,85,180,43,156,386,347,124,420,204,"r2c2AA"
6620271,4676,356,13193598,126.545156339919,12,295,384,293,524,326,497,578,410,335,254,456,324,"r2c2ABA"
5884236,12030,356,30324690,106.4095150203,12,977,1250,1124,1336,924,1180,1241,638,959,879,874,648,"r2c2ABB"
5891452,13689,356,8426273,51.0126710255479,12,607,654,757,624,1113,1138,852,1117,2021,1246,2387,1173,"r2c2ABB"
15966503,967,356,3199884,122.212275140358,8,15,129,436,191,24,4,166,2,0,0,0,0,"r3c2"
8106490,4975,355,9205251,86.131809420439,12,51,61,45,271,240,665,270,108,447,2570,115,132,"r2c1"
8380704,6675,355,15766964,114.935479403124,12,210,86,63,139,969,239,148,1079,754,622,1418,948,"r2c1"
9528176,1403,355,3714765,141.931188629504,12,60,52,74,68,82,125,188,138,203,189,160,64,"r2c1"
11181054,1330,355,3534349,111.86772804963,12,15,26,21,32,143,48,26,277,171,174,277,120,"r2c2AA"
11318203,221,355,959152,155.001939237233,12,1,10,13,6,40,27,15,38,31,10,14,16,"r2c2AA"
12076131,411,355,884801,121.222222222222,12,18,28,19,17,66,100,40,38,41,13,15,16,"r2c2ABA"
12090573,995,355,3123907,117.365105008078,12,49,30,50,43,123,151,86,110,44,34,39,236,"r2c2ABA"
5747171,4229,355,9060630,118.862229102167,12,255,430,324,440,329,571,400,321,268,344,273,274,"r2c2ABB"
11145209,1702,355,2465400,101.994042694026,12,33,49,99,53,320,43,218,325,180,125,112,145,"r2c2ABB"
8903548,580,355,4674047,143.10789626772,12,8,15,8,22,52,20,29,121,60,16,135,94,"r2c3"
13108149,228,355,1102887,185.827632687447,12,13,26,34,7,23,34,27,17,10,14,8,15,"r3c2"
7630190,2421,354,4854760,78.511522600469,12,67,252,111,270,179,248,213,163,216,330,252,120,"r2c1"
8041548,1866,354,1684845,70.1171501102834,12,17,17,22,34,98,73,43,266,413,482,267,134,"r2c1"
9918032,1988,354,3118542,74.2598404571973,12,96,136,138,131,145,160,161,240,117,102,210,352,"r2c2AA"
11217175,1199,354,3609711,115.514448462351,12,40,40,34,112,132,96,119,120,93,165,168,80,"r2c2AA"
11476975,660,354,3452364,160.904362416107,12,14,35,48,14,63,33,24,58,54,59,79,179,"r2c2AA"
6346057,11644,354,8532814,49.7400960664071,12,330,488,311,500,1830,532,842,2357,1128,419,1548,1359,"r2c2ABA"
12963754,929,354,6633189,194.80731277533,12,32,109,76,36,170,25,97,110,48,42,74,110,"r2c2ABA"
12148352,367,354,1138965,127.017397122784,12,24,23,19,59,12,58,20,7,29,32,25,59,"r2c2ABB"
12213330,458,354,692459,72.8520778537612,12,11,36,22,53,38,43,110,14,49,24,44,14,"r2c2ABB"
8889208,531,354,1028600,91.358024691358,12,34,24,25,37,65,16,33,44,80,24,72,77,"r2c3"
9885206,1091,354,6910685,141.351707915729,12,75,49,87,55,83,84,143,127,113,81,98,96,"r2c3"
13288486,847,354,2761082,109.336791668317,12,22,109,27,51,95,46,82,61,34,18,155,147,"r3c2"
13671200,408,354,458348,83.109338168631,12,26,18,64,23,15,106,18,28,11,19,38,42,"r3c2"
15735575,782,354,2961993,140.906379334951,7,42,214,158,164,10,2,192,0,0,0,0,0,"r3c2"
17397175,635,354,1203899,89.4560112943974,12,26,35,38,76,121,32,158,21,28,16,46,38,"r3c3"
10408732,2606,353,14336449,153.875741931329,12,105,124,159,134,218,116,191,358,325,225,403,248,"r2c1"
5790180,14340,353,24912621,100.674952314755,12,826,824,812,1284,1147,2411,1448,898,1225,1710,877,878,"r2c2AA"
12682352,982,353,3877993,128.304152191894,12,52,90,69,57,96,88,129,52,78,93,83,95,"r2c2ABA"
5970819,30984,353,79350225,120.507153715665,12,1143,1313,788,3418,2197,5493,2937,1911,2872,5070,2154,1688,"r2c2ABB"
12213282,276,353,874312,130.474854499328,12,20,8,28,9,6,50,33,33,12,12,52,13,"r2c2ABB"
10707949,3076,353,17698132,157.71627679009,12,220,156,122,251,257,167,305,579,270,160,358,231,"r2c3"
12209605,977,353,1978660,155.225543265082,12,74,156,102,44,61,39,74,61,147,183,21,15,"r2c4"
14768236,69,353,685570,185.942500678058,7,7,9,32,13,3,4,0,0,1,0,0,0,"r3c2"
16162974,401,353,983263,106.000754635619,12,18,37,27,19,115,17,29,56,22,16,20,25,"r3c3"
7030855,6139,352,20166180,115.503281899722,12,406,399,468,380,462,503,768,535,611,452,666,489,"r2c1"
7297884,6214,352,10748131,87.1642053702487,12,370,411,420,624,428,251,316,1027,630,442,793,502,"r2c1"
8128141,2149,352,2805051,78.8511553381683,12,154,128,175,137,163,193,165,159,222,267,193,193,"r2c1"
5660405,8753,352,23047211,87.8936567804528,12,241,679,146,1090,474,2290,1058,246,520,1567,285,157,"r2c2AA"
11123339,745,352,1484668,88.1998455414959,12,25,54,47,40,66,31,53,86,74,56,127,86,"r2c2AA"
10231544,1126,352,2849812,96.8829508754037,12,89,31,37,46,147,91,89,100,89,69,164,174,"r2c3"
7576465,373,352,1277479,150.397810218978,12,16,40,10,60,47,32,40,22,12,38,44,12,"r2c4"
13064843,396,352,646571,82.5128892291986,12,16,14,13,85,33,6,72,29,22,18,19,69,"r3c2"
7348509,19395,351,67144422,118.400868286386,12,826,1260,1015,981,1538,1587,1192,2058,2410,2299,2480,1749,"r2c1"
7355747,6863,351,18028080,91.4717716361644,12,318,1127,656,498,390,1028,392,330,369,821,640,294,"r2c1"
7456755,13371,351,35385529,116.614198476804,12,503,952,718,558,500,1514,562,1250,3300,1919,979,616,"r2c1"
9874730,2531,351,6646770,97.3671720500989,12,133,75,129,67,193,311,211,312,430,164,263,243,"r2c2AA"
9946906,2073,351,5854916,99.2358644067797,12,86,91,103,157,166,108,262,262,212,181,284,161,"r2c2AA"
9954117,1532,351,2622817,79.7717996289425,12,108,70,89,95,104,136,71,197,196,164,187,115,"r2c2AA"
11130544,454,351,901019,99.5601104972376,12,29,23,30,61,19,33,38,50,32,37,60,42,"r2c2AA"
11412044,833,351,3664507,170.561182220154,12,64,43,35,23,73,72,36,141,128,46,82,90,"r2c2AA"
5978036,6524,351,16938305,109.482105576131,12,359,421,332,516,559,672,548,467,824,797,621,408,"r2c2ABB"
5985253,6367,351,16124902,115.195973653003,12,524,823,651,535,478,792,617,287,356,336,528,440,"r2c2ABB"
12148337,2758,351,8094818,140.615595740615,12,178,192,201,221,272,310,257,244,203,145,258,277,"r2c2ABB"
12473141,309,351,770190,128.880522088353,11,5,9,0,6,5,29,120,42,54,28,5,6,"r2c2ABB"
7662274,550,351,1294617,94.6080824320374,12,26,13,20,21,70,19,90,50,100,58,54,29,"r2c3"
13173082,177,351,687083,164.216778202677,11,0,17,31,8,13,13,18,15,7,4,39,12,"r3c2"
16067545,703,351,1505206,86.3274833677449,8,33,160,247,117,3,6,135,2,0,0,0,0,"r3c2"
6345230,9566,350,8858672,55.2941264590225,12,345,1213,616,1362,875,668,1105,722,534,503,1042,581,"r2c1"
9889107,809,350,2396736,122.182707993475,12,69,30,51,15,135,25,27,112,105,94,102,44,"r2c1"
9362369,1022,350,2875503,121.109505959651,12,25,31,30,28,150,34,40,110,154,59,182,179,"r2c2AA"
11152195,487,350,1174889,115.08365167989,12,14,29,9,44,49,17,93,80,60,15,36,41,"r2c2AA"
11173851,952,350,2331138,122.279584557281,12,75,78,52,24,67,55,49,103,148,37,163,101,"r2c2AA"
7262473,9375,350,12946322,72.7947168071432,12,648,698,572,1010,777,770,926,811,684,677,938,864,"r2c2ABA"
12761700,689,350,1719342,135.970106761566,12,21,75,67,12,37,67,80,34,81,8,122,85,"r2c2ABA"
12213285,468,350,1402454,148.927896357651,12,20,44,27,71,23,72,47,24,18,41,45,36,"r2c2ABB"
9704688,4117,350,8144833,91.0617152823586,12,239,230,293,280,566,188,511,421,318,192,408,471,"r2c3"
9863550,563,350,6424504,180.499086899109,12,28,31,37,33,68,23,47,58,36,20,95,87,"r2c3"
13757744,125,350,361011,150.987452948557,11,9,2,11,2,27,34,4,5,0,8,14,9,"r3c2"
15244556,65,350,219845,147.250502344273,7,8,25,15,4,1,6,6,0,0,0,0,0,"r3c2"
15287843,122,350,423095,156.008480825959,12,14,14,16,24,10,13,9,3,8,4,3,4,"r3c2"
6568951,16123,349,13738827,58.0839414206837,12,795,1304,890,1251,1758,1421,1282,1435,1264,1088,1914,1721,"r2c1"
8063197,2889,349,1798184,48.0232881102446,12,77,30,63,145,174,307,88,281,473,775,314,162,"r2c1"
8359056,3857,349,11414870,105.614030218077,12,66,48,59,114,762,123,207,588,572,447,548,323,"r2c1"
9925225,1208,349,2445399,83.5948107886371,12,55,69,49,66,165,64,65,173,119,82,59,242,"r2c1"
5595424,7612,349,12789344,100.72966991423,12,162,220,198,518,680,1115,746,570,526,825,1206,846,"r2c2AA"
5811902,31634,349,124902822,133.284554493904,12,451,690,378,947,134,25113,342,252,751,2137,305,134,"r2c2AA"
11159413,296,349,1111266,152.583550734587,12,5,139,13,4,21,4,3,14,17,19,19,38,"r2c2AA"
6273892,8574,349,9792270,76.8738665892087,12,404,672,621,731,756,950,1002,544,767,579,1019,529,"r2c2ABA"
12783353,353,349,1402533,161.638008528293,12,18,28,41,31,31,33,44,12,53,3,50,9,"r2c2ABA"
12263819,573,349,3131433,136.398336091994,12,15,7,22,34,69,88,102,56,35,15,23,107,"r2c2ABB"
8543611,2893,349,4500062,92.326008904208,12,12,11,14,74,502,111,419,254,334,521,281,360,"r2c4"
8637442,2958,349,3323679,62.6730841755921,12,205,140,149,184,260,408,260,244,181,453,251,223,"r2c4"
